Platform,Year,Genre,Publisher,Global_Sales,Is_hit
PS3,2008.0,Sports,Sony Computer Entertainment,0.15,0
PS2,2005.0,Role-Playing,Atari,0.15,0
PS4,2015.0,Fighting,Namco Bandai Games,0.15,0
PC,2011.0,Action,Unknown,0.15,0
3DS,2013.0,Action,Konami Digital Entertainment,0.15,0
PS3,2015.0,Action,Namco Bandai Games,0.15,0
XOne,2014.0,Misc,Disney Interactive Studios,0.15,0
PS2,2001.0,Racing,Electronic Arts,0.15,0
PSV,2014.0,Role-Playing,Nippon Ichi Software,0.15,0
GC,2002.0,Simulation,Titus,0.15,0
SAT,1995.0,Sports,Sega,0.15,0
PSP,2010.0,Action,Activision,0.15,0
PSV,2014.0,Role-Playing,Sony Computer Entertainment,0.15,0
PSP,2011.0,Role-Playing,Sony Computer Entertainment,0.15,0
3DS,2015.0,Simulation,Marvelous Entertainment,0.15,0
GBA,2005.0,Action,THQ,0.15,0
PS2,2008.0,Shooter,Activision,0.15,0
PS2,2008.0,Sports,Electronic Arts,0.15,0
XOne,2016.0,Platform,Electronic Arts,0.15,0
N64,2001.0,Sports,Media Factory,0.15,0
N64,2000.0,Platform,Epoch,0.15,0
N64,1997.0,Adventure,Take-Two Interactive,0.15,0
N64,1997.0,Fighting,Vic Tokai,0.15,0
PSV,2015.0,Role-Playing,Nihon Falcom Corporation,0.15,0
GC,2002.0,Sports,Acclaim Entertainment,0.15,0
Wii,2009.0,Action,Destineer,0.15,0
DS,2009.0,Simulation,Ubisoft,0.15,0
PS,1998.0,Action,Activision,0.15,0
XB,2002.0,Fighting,Rage Software,0.15,0
XB,2003.0,Racing,Empire Interactive,0.15,0
PSV,2016.0,Role-Playing,Nippon Ichi Software,0.15,0
Wii,2008.0,Adventure,JoWood Productions,0.15,0
Wii,2011.0,Sports,Sega,0.15,0
SNES,1995.0,Puzzle,Nintendo,0.15,0
Wii,2008.0,Action,Destineer,0.15,0
XB,2004.0,Shooter,THQ,0.15,0
Wii,2007.0,Racing,Activision,0.15,0
PS3,2007.0,Shooter,Activision,0.15,0
XB,2006.0,Action,THQ,0.15,0
PS3,2009.0,Sports,Konami Digital Entertainment,0.15,0
PS2,2001.0,Shooter,Codemasters,0.15,0
GC,2006.0,Action,Activision,0.15,0
DS,2005.0,Puzzle,505 Games,0.15,0
Wii,2007.0,Action,Vivendi Games,0.15,0
X360,2009.0,Misc,MTV Games,0.15,0
PS,1998.0,Strategy,Mindscape,0.15,0
GBA,2002.0,Sports,Acclaim Entertainment,0.15,0
XB,2004.0,Action,THQ,0.15,0
PS,1999.0,Sports,Tecmo Koei,0.15,0
PS3,2013.0,Sports,Take-Two Interactive,0.15,0
Wii,2011.0,Racing,Activision,0.15,0
PS3,2015.0,Action,Konami Digital Entertainment,0.15,0
PS2,2005.0,Racing,Ubisoft,0.15,0
GC,2006.0,Action,Namco Bandai Games,0.15,0
X360,2008.0,Simulation,Ubisoft,0.15,0
GC,2005.0,Adventure,Nintendo,0.15,0
PS2,2006.4055613528942,Misc,Empire Interactive,0.15,0
PS,1998.0,Fighting,Sony Computer Entertainment,0.15,0
Wii,2009.0,Misc,Electronic Arts,0.15,0
GBA,2002.0,Fighting,Capcom,0.15,0
DS,2008.0,Role-Playing,D3Publisher,0.15,0
SAT,1997.0,Shooter,Namco Bandai Games,0.15,0
DS,2004.0,Racing,Namco Bandai Games,0.15,0
PS4,2014.0,Action,Tecmo Koei,0.15,0
Wii,2008.0,Adventure,Sega,0.15,0
Other_platform,1993.0,Fighting,Capcom,0.15,0
PS3,2011.0,Action,Konami Digital Entertainment,0.15,0
PS2,2006.0,Fighting,Namco Bandai Games,0.15,0
PS,2000.0,Sports,Konami Digital Entertainment,0.15,0
DS,2005.0,Puzzle,505 Games,0.15,0
DS,2006.0,Sports,Konami Digital Entertainment,0.15,0
Wii,2008.0,Puzzle,Game Factory,0.15,0
Wii,2008.0,Sports,THQ,0.15,0
Other_platform,2001.0,Adventure,Sega,0.15,0
PS2,2008.0,Sports,Bethesda Softworks,0.15,0
XB,2005.0,Misc,Capcom,0.15,0
PS2,2003.0,Shooter,Play It,0.15,0
GC,2005.0,Action,Vivendi Games,0.15,0
GC,2005.0,Action,Ubisoft,0.15,0
PSP,2011.0,Adventure,Banpresto,0.15,0
Wii,2009.0,Sports,Take-Two Interactive,0.15,0
XB,2005.0,Platform,Namco Bandai Games,0.15,0
PSV,2014.0,Adventure,Telltale Games,0.15,0
PSP,2009.0,Simulation,Rising Star Games,0.15,0
XB,2003.0,Role-Playing,Sega,0.15,0
PC,2012.0,Racing,Codemasters,0.15,0
XB,2006.4055613528942,Sports,Unknown,0.15,0
DS,2007.0,Misc,Ubisoft,0.15,0
X360,2011.0,Action,Black Bean Games,0.15,0
PSP,2008.0,Misc,Ignition Entertainment,0.15,0
PSP,2004.0,Fighting,Capcom,0.15,0
X360,2009.0,Sports,Take-Two Interactive,0.15,0
GC,2005.0,Action,Electronic Arts,0.15,0
PS,2001.0,Racing,Activision,0.15,0
PS4,2014.0,Action,Sega,0.15,0
PSV,2011.0,Racing,Codemasters,0.15,0
PS,2000.0,Platform,Ubisoft,0.15,0
PS,1997.0,Strategy,Namco Bandai Games,0.15,0
PS,1999.0,Adventure,Crave Entertainment,0.15,0
XB,2004.0,Platform,Vivendi Games,0.15,0
PS2,2000.0,Simulation,Konami Digital Entertainment,0.15,0
DS,2005.0,Action,Konami Digital Entertainment,0.15,0
PSV,2014.0,Adventure,Idea Factory,0.15,0
3DS,2013.0,Action,Nippon Columbia,0.15,0
XOne,2016.0,Role-Playing,Square Enix,0.15,0
XB,2006.0,Sports,Electronic Arts,0.15,0
DS,2009.0,Role-Playing,Namco Bandai Games,0.15,0
GBA,2004.0,Sports,Konami Digital Entertainment,0.15,0
3DS,2012.0,Platform,Ubisoft,0.15,0
X360,2011.0,Action,Sega,0.15,0
GBA,2003.0,Shooter,Electronic Arts,0.15,0
X360,2012.0,Role-Playing,Deep Silver,0.15,0
PS,1996.0,Adventure,Crystal Dynamics,0.15,0
DS,2007.0,Shooter,Vivendi Games,0.15,0
XB,2005.0,Misc,Sega,0.15,0
PS,1999.0,Role-Playing,Atlus,0.15,0
DS,2008.0,Platform,505 Games,0.15,0
PC,2014.0,Shooter,Sega,0.15,0
PS3,2010.0,Sports,Sony Computer Entertainment,0.15,0
DS,2011.0,Misc,Namco Bandai Games,0.15,0
3DS,2011.0,Misc,Namco Bandai Games,0.15,0
Wii,2010.0,Sports,Black Bean Games,0.15,0
DS,2010.0,Sports,Atari,0.15,0
PS,1997.0,Racing,Sony Computer Entertainment,0.15,0
GBA,2005.0,Misc,Vivendi Games,0.15,0
GC,2003.0,Shooter,Ubisoft,0.15,0
PS,2001.0,Simulation,Konami Digital Entertainment,0.15,0
X360,2010.0,Action,Activision,0.15,0
XB,2001.0,Racing,Eidos Interactive,0.15,0
DS,2010.0,Misc,Activision,0.15,0
PSP,2013.0,Role-Playing,Namco Bandai Games,0.15,0
PS2,2001.0,Racing,Sony Computer Entertainment,0.15,0
PSP,2011.0,Role-Playing,Unknown,0.15,0
DS,2008.0,Misc,Electronic Arts,0.15,0
PS2,2002.0,Sports,Acclaim Entertainment,0.15,0
DS,2009.0,Puzzle,The Adventure Company,0.15,0
DS,2004.0,Sports,Electronic Arts,0.15,0
SAT,1995.0,Fighting,Namco Bandai Games,0.15,0
GBA,2005.0,Misc,Sega,0.15,0
GBA,2003.0,Role-Playing,Konami Digital Entertainment,0.15,0
X360,2007.0,Racing,THQ,0.15,0
Wii,2010.0,Strategy,Namco Bandai Games,0.15,0
DS,2010.0,Misc,THQ,0.15,0
XB,2004.0,Fighting,Zoo Digital Publishing,0.15,0
PS,1995.0,Role-Playing,Sony Computer Entertainment,0.15,0
PSV,2013.0,Action,Tecmo Koei,0.15,0
DS,2013.0,Action,Activision,0.15,0
GBA,2004.0,Action,Crave Entertainment,0.15,0
DS,2008.0,Shooter,Ignition Entertainment,0.15,0
GC,2002.0,Sports,Midway Games,0.15,0
DS,2007.0,Role-Playing,Namco Bandai Games,0.14,0
XB,2003.0,Action,Microsoft Game Studios,0.14,0
PSP,2010.0,Role-Playing,Falcom Corporation,0.14,0
PS2,2005.0,Role-Playing,Ghostlight,0.14,0
PSP,2006.0,Platform,Capcom,0.14,0
PS2,2007.0,Adventure,Ubisoft,0.14,0
PS2,2002.0,Fighting,Titus,0.14,0
DS,2006.0,Misc,Namco Bandai Games,0.14,0
PSV,2014.0,Action,Tecmo Koei,0.14,0
GBA,2002.0,Sports,Konami Digital Entertainment,0.14,0
XB,2005.0,Racing,Midway Games,0.14,0
Other_platform,1994.0,Role-Playing,Game Arts,0.14,0
DS,2009.0,Platform,Warner Bros. Interactive Entertainment,0.14,0
PS,2001.0,Puzzle,Empire Interactive,0.14,0
3DS,2014.0,Sports,Kadokawa Shoten,0.14,0
3DS,2013.0,Action,D3Publisher,0.14,0
PSV,2014.0,Role-Playing,Nippon Ichi Software,0.14,0
PS,1997.0,Sports,Gremlin Interactive Ltd,0.14,0
PS2,2009.0,Shooter,Activision,0.14,0
PS2,2007.0,Action,Disney Interactive Studios,0.14,0
GB,2000.0,Adventure,Media Factory,0.14,0
Other_platform,1994.0,Strategy,Sega,0.14,0
GBA,2003.0,Platform,Ubisoft,0.14,0
PS2,2001.0,Action,Wanadoo,0.14,0
PS,1998.0,Action,Sony Computer Entertainment,0.14,0
Wii,2011.0,Action,THQ,0.14,0
DS,2010.0,Simulation,Nobilis,0.14,0
DS,2009.0,Puzzle,Zoo Games,0.14,0
X360,2010.0,Racing,Konami Digital Entertainment,0.14,0
DS,2009.0,Adventure,Nintendo,0.14,0
PS2,2005.0,Role-Playing,505 Games,0.14,0
Wii,2010.0,Action,Atari,0.14,0
GC,2007.0,Action,THQ,0.14,0
PS2,2009.0,Action,Electronic Arts,0.14,0
PS2,2001.0,Platform,TDK Mediactive,0.14,0
DS,2008.0,Role-Playing,Namco Bandai Games,0.14,0
PS3,2011.0,Action,Tecmo Koei,0.14,0
Wii,2008.0,Misc,SouthPeak Games,0.14,0
PS,1997.0,Racing,Psygnosis,0.14,0
XOne,2015.0,Action,Bethesda Softworks,0.14,0
GBA,2001.0,Platform,Infogrames,0.14,0
PSP,2009.0,Action,Electronic Arts,0.14,0
PC,2010.0,Role-Playing,Electronic Arts,0.14,0
DS,2009.0,Puzzle,UFO Interactive,0.14,0
PSV,2015.0,Action,Disney Interactive Studios,0.14,0
PS,1996.0,Fighting,Acclaim Entertainment,0.14,0
DS,2006.0,Racing,Ubisoft,0.14,0
Wii,2006.0,Misc,System 3 Arcade Software,0.14,0
PS2,2004.0,Adventure,Codemasters,0.14,0
DS,2011.0,Action,Activision,0.14,0
PS2,2006.0,Adventure,THQ,0.14,0
PS2,2004.0,Role-Playing,Tecmo Koei,0.14,0
X360,2006.0,Action,Eidos Interactive,0.14,0
PC,2009.0,Shooter,505 Games,0.14,0
PS,2001.0,Racing,THQ,0.14,0
PSP,2011.0,Action,Spike,0.14,0
DS,2010.0,Action,Warner Bros. Interactive Entertainment,0.14,0
GC,2002.0,Simulation,Nintendo,0.14,0
GBA,2005.0,Misc,Activision,0.14,0
GB,2001.0,Role-Playing,Enix Corporation,0.14,0
PS2,2003.0,Puzzle,Mindscape,0.14,0
Wii,2008.0,Action,THQ,0.14,0
PC,2000.0,Strategy,Ubisoft,0.14,0
PSP,2008.0,Racing,Xplosiv,0.14,0
PS,2002.0,Action,Namco Bandai Games,0.14,0
PS,1997.0,Strategy,SquareSoft,0.14,0
PSP,2006.0,Misc,505 Games,0.14,0
GC,2004.0,Sports,Electronic Arts,0.14,0
3DS,2011.0,Platform,Nippon Ichi Software,0.14,0
PC,2007.0,Shooter,Electronic Arts,0.14,0
DS,2008.0,Sports,Arc System Works,0.14,0
Wii,2007.0,Fighting,Ubisoft,0.14,0
PS3,2010.0,Role-Playing,Compile Heart,0.14,0
PS3,2011.0,Racing,Black Bean Games,0.14,0
Other_platform,1998.0,Fighting,Eidos Interactive,0.14,0
PS2,2001.0,Sports,3DO,0.14,0
DS,2008.0,Role-Playing,Eidos Interactive,0.14,0
PSP,2011.0,Adventure,Broccoli,0.14,0
3DS,2012.0,Action,Marvelous Entertainment,0.14,0
PS2,2004.0,Misc,Codemasters,0.14,0
DS,2009.0,Simulation,Majesco Entertainment,0.14,0
PSP,2010.0,Role-Playing,Namco Bandai Games,0.14,0
XB,2003.0,Action,Atari,0.14,0
PC,2003.0,Role-Playing,LucasArts,0.14,0
XB,2005.0,Sports,Electronic Arts,0.14,0
XB,2002.0,Sports,Sega,0.14,0
PSP,2008.0,Role-Playing,Acquire,0.14,0
DS,2010.0,Action,D3Publisher,0.14,0
Wii,2006.4055613528942,Simulation,Unknown,0.14,0
PSP,2004.0,Role-Playing,Namco Bandai Games,0.14,0
Wii,2007.0,Misc,Ubisoft,0.14,0
DS,2008.0,Role-Playing,GungHo,0.14,0
GBA,2001.0,Shooter,Activision,0.14,0
PS3,2014.0,Action,Namco Bandai Games,0.14,0
PS3,2010.0,Role-Playing,Ubisoft Annecy,0.14,0
PS,2001.0,Action,Acclaim Entertainment,0.14,0
PS2,2001.0,Misc,Sony Computer Entertainment,0.14,0
PSP,2009.0,Role-Playing,Atlus,0.14,0
XB,2004.0,Racing,Sega,0.14,0
PS3,2012.0,Action,Capcom,0.14,0
Other_platform,2000.0,Fighting,Virgin Interactive,0.14,0
XB,2006.0,Action,Eidos Interactive,0.14,0
PS,1998.0,Role-Playing,SquareSoft,0.14,0
DS,2006.0,Fighting,D3Publisher,0.14,0
PS,1997.0,Shooter,Sony Computer Entertainment,0.14,0
PS2,2008.0,Puzzle,Empire Interactive,0.14,0
PSP,2005.0,Sports,Sony Computer Entertainment,0.14,0
GBA,2004.0,Role-Playing,Konami Digital Entertainment,0.14,0
PSP,2009.0,Sports,Takara Tomy,0.14,0
XB,2002.0,Sports,Midway Games,0.14,0
3DS,2015.0,Action,Nippon Columbia,0.14,0
PS2,2002.0,Adventure,Electronic Arts,0.14,0
PS2,2001.0,Action,Acclaim Entertainment,0.14,0
2600,1982.0,Action,Atari,0.14,0
GB,2000.0,Role-Playing,Konami Digital Entertainment,0.14,0
PC,2009.0,Role-Playing,Deep Silver,0.14,0
DS,2008.0,Action,D3Publisher,0.14,0
GBA,2002.0,Platform,Infogrames,0.14,0
PS2,2006.0,Action,Take-Two Interactive,0.14,0
WiiU,2014.0,Action,Ubisoft,0.14,0
DS,2004.0,Puzzle,Nintendo,0.14,0
DS,2007.0,Adventure,Zoo Digital Publishing,0.14,0
XB,2003.0,Platform,THQ,0.14,0
DS,2009.0,Racing,THQ,0.14,0
DS,2007.0,Simulation,Touchstone,0.14,0
DS,2007.0,Action,Zoo Digital Publishing,0.14,0
GC,2002.0,Shooter,Electronic Arts,0.14,0
GC,2003.0,Action,THQ,0.14,0
PS2,2009.0,Sports,Activision Value,0.14,0
PS,1998.0,Adventure,Sunsoft,0.14,0
DS,2005.0,Role-Playing,Tomy Corporation,0.14,0
PS,2000.0,Racing,Sony Computer Entertainment,0.14,0
PS,1998.0,Strategy,General Entertainment,0.14,0
3DS,2012.0,Action,Excalibur Publishing,0.14,0
PS3,2008.0,Sports,Electronic Arts,0.14,0
PS2,2002.0,Sports,Sony Computer Entertainment,0.14,0
PSP,2011.0,Adventure,Acquire,0.14,0
PS,1997.0,Racing,THQ,0.14,0
PS2,2008.0,Action,Capcom,0.14,0
X360,2007.0,Simulation,Ubisoft,0.14,0
PS,1997.0,Fighting,Namco Bandai Games,0.14,0
XB,2004.0,Platform,Vivendi Games,0.14,0
DS,2007.0,Platform,505 Games,0.14,0
PC,2015.0,Action,Square Enix,0.14,0
PS2,2008.0,Role-Playing,Banpresto,0.14,0
PSP,2005.0,Strategy,Electronic Arts,0.14,0
X360,2009.0,Action,SouthPeak Games,0.14,0
PS2,2005.0,Sports,Sony Computer Entertainment,0.14,0
PS2,2004.0,Shooter,Play It,0.14,0
PSP,2011.0,Strategy,Namco Bandai Games,0.14,0
X360,2010.0,Action,Activision,0.14,0
WiiU,2012.0,Action,Ubisoft,0.14,0
PS3,2011.0,Sports,Ubisoft,0.14,0
PS,2001.0,Sports,Sony Computer Entertainment,0.14,0
PS3,2008.0,Misc,Sony Computer Entertainment,0.14,0
PS,1997.0,Role-Playing,Sony Computer Entertainment,0.14,0
Wii,2009.0,Misc,Warner Bros. Interactive Entertainment,0.14,0
PSP,2007.0,Role-Playing,Nippon Ichi Software,0.14,0
N64,2006.4055613528942,Action,Unknown,0.14,0
N64,1999.0,Racing,Codemasters,0.14,0
N64,1999.0,Sports,THQ,0.14,0
GC,2002.0,Role-Playing,Virgin Interactive,0.14,0
N64,1998.0,Action,GT Interactive,0.14,0
PS,1999.0,Role-Playing,Sunsoft,0.14,0
PSV,2013.0,Fighting,Warner Bros. Interactive Entertainment,0.14,0
PS2,2008.0,Fighting,Capcom,0.14,0
DS,2010.0,Misc,Atari,0.14,0
PS2,2002.0,Shooter,Electronic Arts,0.14,0
X360,2010.0,Sports,Codemasters,0.14,0
PS,1995.0,Shooter,Sony Computer Entertainment,0.14,0
GC,2006.0,Adventure,THQ,0.14,0
Other_platform,2000.0,Fighting,Acclaim Entertainment,0.14,0
Wii,2009.0,Sports,Destineer,0.14,0
PS,1997.0,Sports,Mindscape,0.14,0
PS2,2002.0,Adventure,Sony Computer Entertainment,0.14,0
X360,2009.0,Simulation,Ubisoft,0.14,0
PS,1997.0,Platform,Kemco,0.14,0
PSP,2011.0,Action,D3Publisher,0.14,0
PS3,2006.4055613528942,Puzzle,Unknown,0.14,0
DS,2007.0,Racing,Activision,0.14,0
DS,2005.0,Action,Vivendi Games,0.14,0
GBA,2002.0,Action,Capcom,0.14,0
XB,2004.0,Fighting,Atari,0.14,0
3DS,2012.0,Action,Activision,0.14,0
X360,2006.0,Action,Vivendi Games,0.14,0
PS2,2002.0,Racing,Atari,0.14,0
PS,1999.0,Adventure,Mattel Interactive,0.14,0
GBA,2003.0,Action,TDK Mediactive,0.14,0
SAT,1997.0,Adventure,Imadio,0.14,0
Wii,2009.0,Role-Playing,Rising Star Games,0.14,0
X360,2010.0,Misc,Microsoft Game Studios,0.14,0
3DS,2015.0,Action,Capcom,0.14,0
PS,1996.0,Sports,Acclaim Entertainment,0.14,0
GBA,2005.0,Platform,Disney Interactive Studios,0.14,0
DS,2005.0,Sports,Konami Digital Entertainment,0.14,0
XB,2005.0,Strategy,Take-Two Interactive,0.14,0
XB,2002.0,Adventure,Swing! Entertainment,0.14,0
PS,1996.0,Sports,Konami Digital Entertainment,0.14,0
PS3,2014.0,Sports,Konami Digital Entertainment,0.14,0
XB,2003.0,Action,Capcom,0.14,0
DS,2008.0,Action,Mindscape,0.14,0
DS,2011.0,Misc,Activision,0.14,0
GC,2002.0,Sports,Midway Games,0.14,0
Other_platform,1993.0,Fighting,SNK,0.14,0
XOne,2014.0,Adventure,Telltale Games,0.14,0
DS,2006.0,Misc,505 Games,0.14,0
PC,2012.0,Shooter,Take-Two Interactive,0.14,0
X360,2010.0,Action,Electronic Arts,0.14,0
X360,2011.0,Misc,Konami Digital Entertainment,0.14,0
PS,2001.0,Platform,Unknown,0.14,0
Wii,2011.0,Action,Electronic Arts,0.14,0
XB,2005.0,Platform,Disney Interactive Studios,0.14,0
PS3,2010.0,Misc,Unknown,0.14,0
WiiU,2012.0,Action,Activision,0.14,0
PS,1995.0,Simulation,Virgin Interactive,0.14,0
X360,2011.0,Adventure,Ubisoft,0.14,0
Wii,2007.0,Sports,Konami Digital Entertainment,0.14,0
PSV,2012.0,Fighting,Sony Computer Entertainment,0.14,0
PS3,2012.0,Action,Ubisoft Annecy,0.14,0
X360,2006.0,Sports,Activision Value,0.14,0
DS,2011.0,Racing,D3Publisher,0.14,0
PS3,2007.0,Sports,Take-Two Interactive,0.14,0
PS,1996.0,Puzzle,Virgin Interactive,0.14,0
DS,2008.0,Strategy,SouthPeak Games,0.14,0
GBA,2002.0,Action,THQ,0.14,0
GC,2002.0,Fighting,Namco Bandai Games,0.14,0
PSP,2007.0,Misc,Oxygen Interactive,0.14,0
PS2,2001.0,Misc,Sony Music Entertainment,0.14,0
PS,1999.0,Adventure,Aqua Plus,0.14,0
PSP,2007.0,Role-Playing,505 Games,0.14,0
Other_platform,1995.0,Adventure,NEC,0.14,0
SNES,1998.0,Platform,Capcom,0.14,0
PS3,2014.0,Fighting,Atlus,0.14,0
WiiU,2012.0,Sports,Take-Two Interactive,0.14,0
Wii,2009.0,Misc,Activision,0.14,0
DS,2005.0,Action,Konami Digital Entertainment,0.14,0
Wii,2010.0,Misc,Electronic Arts,0.14,0
PC,2015.0,Simulation,Paradox Interactive,0.14,0
PSP,2011.0,Sports,Sega,0.14,0
PSP,2004.0,Misc,Sony Computer Entertainment,0.14,0
GC,2005.0,Sports,Electronic Arts,0.14,0
GC,2002.0,Racing,Ubisoft,0.14,0
PSP,2006.0,Misc,Sony Computer Entertainment,0.14,0
GC,2002.0,Racing,Vivendi Games,0.14,0
PS3,2009.0,Action,SouthPeak Games,0.14,0
PS2,2006.0,Sports,Namco Bandai Games,0.14,0
X360,2006.0,Shooter,Activision,0.14,0
PSP,2010.0,Role-Playing,Nippon Ichi Software,0.14,0
PS,1995.0,Action,Sony Computer Entertainment,0.14,0
DS,2011.0,Puzzle,Sega,0.14,0
3DS,2015.0,Sports,Namco Bandai Games,0.14,0
PSP,2006.0,Puzzle,505 Games,0.14,0
DS,2010.0,Puzzle,Scholastic Inc.,0.14,0
GBA,2002.0,Role-Playing,Atari,0.14,0
DS,2009.0,Simulation,Electronic Arts,0.14,0
Wii,2010.0,Misc,Ubisoft,0.14,0
DS,2007.0,Misc,Brash Entertainment,0.14,0
PC,2016.0,Action,Ubisoft,0.14,0
X360,2006.4055613528942,Puzzle,Unknown,0.14,0
DS,2005.0,Racing,Electronic Arts,0.14,0
PC,2010.0,Action,Capcom,0.14,0
X360,2011.0,Misc,Take-Two Interactive,0.14,0
Wii,2006.0,Action,Midway Games,0.14,0
PS,1995.0,Shooter,THQ,0.14,0
SAT,1995.0,Racing,Sega,0.14,0
Wii,2008.0,Sports,Take-Two Interactive,0.14,0
XB,2002.0,Fighting,Capcom,0.14,0
PS2,2006.0,Fighting,Sega,0.14,0
PS4,2015.0,Action,PQube,0.14,0
PS3,2008.0,Adventure,Atari,0.14,0
PS3,2009.0,Shooter,Bethesda Softworks,0.14,0
PS3,2014.0,Misc,Sony Computer Entertainment Europe,0.14,0
PS3,2010.0,Misc,Deep Silver,0.14,0
GBA,2004.0,Action,Hip Interactive,0.14,0
X360,2007.0,Action,THQ,0.14,0
DS,2010.0,Adventure,City Interactive,0.14,0
DS,2007.0,Simulation,THQ,0.14,0
DS,2009.0,Action,Electronic Arts,0.14,0
PSV,2013.0,Sports,Sega,0.14,0
3DS,2011.0,Misc,Rising Star Games,0.14,0
PSV,2011.0,Puzzle,Namco Bandai Games,0.14,0
X360,2006.0,Racing,THQ,0.14,0
PS,1998.0,Strategy,Tecmo Koei,0.14,0
DS,2009.0,Role-Playing,Sega,0.14,0
Wii,2008.0,Simulation,JoWood Productions,0.14,0
GBA,2002.0,Racing,LEGO Media,0.14,0
Wii,2009.0,Puzzle,Avanquest,0.14,0
PSP,2006.0,Strategy,Konami Digital Entertainment,0.14,0
DS,2008.0,Misc,Ubisoft,0.14,0
DS,2009.0,Puzzle,DreamCatcher Interactive,0.14,0
Wii,2008.0,Racing,Ubisoft,0.14,0
DS,2006.0,Puzzle,Nintendo,0.14,0
PS2,2006.0,Sports,Konami Digital Entertainment,0.14,0
PS2,2004.0,Sports,Electronic Arts,0.14,0
GBA,2003.0,Racing,THQ,0.14,0
PSV,2014.0,Sports,Sony Computer Entertainment America,0.14,0
PC,2010.0,Role-Playing,Electronic Arts,0.14,0
X360,2009.0,Misc,Warner Bros. Interactive Entertainment,0.14,0
XB,2003.0,Sports,Acclaim Entertainment,0.14,0
PS3,2014.0,Role-Playing,Sega,0.14,0
PS2,2001.0,Sports,Sony Computer Entertainment,0.14,0
PS,1997.0,Misc,Sony Computer Entertainment,0.14,0
DS,2010.0,Sports,Deep Silver,0.14,0
Wii,2008.0,Simulation,Majesco Entertainment,0.14,0
XB,2003.0,Racing,Atari,0.14,0
DS,2010.0,Strategy,Namco Bandai Games,0.14,0
GBA,2002.0,Action,Ubisoft,0.14,0
PS2,2001.0,Shooter,Sony Computer Entertainment,0.14,0
Wii,2006.0,Puzzle,Nintendo,0.14,0
DS,2006.0,Platform,Ubisoft,0.14,0
PS,1998.0,Fighting,Virgin Interactive,0.14,0
PC,2015.0,Shooter,Electronic Arts,0.14,0
WiiU,2012.0,Action,Warner Bros. Interactive Entertainment,0.14,0
X360,2010.0,Role-Playing,Focus Home Interactive,0.14,0
PSP,2005.0,Misc,505 Games,0.14,0
PS,2001.0,Action,Acclaim Entertainment,0.14,0
PS,1996.0,Sports,Acclaim Entertainment,0.14,0
GBA,2006.4055613528942,Platform,Disney Interactive Studios,0.14,0
Wii,2011.0,Shooter,Activision,0.14,0
DS,2010.0,Simulation,Ubisoft,0.14,0
XOne,2014.0,Sports,Konami Digital Entertainment,0.14,0
PC,2011.0,Shooter,Tripwire Interactive,0.14,0
GC,2004.0,Sports,Electronic Arts,0.14,0
Wii,2011.0,Misc,THQ,0.14,0
Wii,2010.0,Shooter,Ubisoft,0.14,0
DS,2008.0,Action,Activision,0.14,0
PS2,2002.0,Sports,Eidos Interactive,0.14,0
XB,2004.0,Sports,Sega,0.14,0
Wii,2011.0,Adventure,Ubisoft,0.14,0
DS,2009.0,Sports,Activision,0.14,0
XB,2003.0,Strategy,Activision,0.14,0
XB,2002.0,Fighting,Acclaim Entertainment,0.14,0
PSP,2011.0,Role-Playing,Namco Bandai Games,0.14,0
PSP,2012.0,Action,Nihon Falcom Corporation,0.14,0
DS,2008.0,Sports,THQ,0.14,0
DS,2008.0,Misc,Ubisoft,0.14,0
DS,2009.0,Misc,Ubisoft,0.13,0
PS3,2008.0,Shooter,Atari,0.13,0
XB,2003.0,Racing,Midway Games,0.13,0
Wii,2010.0,Misc,Ubisoft,0.13,0
PS,2001.0,Sports,Infogrames,0.13,0
PS2,2003.0,Role-Playing,Square Enix,0.13,0
GBA,2003.0,Shooter,Electronic Arts,0.13,0
PS3,2010.0,Strategy,Tecmo Koei,0.13,0
3DS,2012.0,Action,Rocket Company,0.13,0
PS,1998.0,Action,GT Interactive,0.13,0
PS,2001.0,Platform,Konami Digital Entertainment,0.13,0
PS2,2008.0,Adventure,Banpresto,0.13,0
Wii,2008.0,Sports,Konami Digital Entertainment,0.13,0
X360,2007.0,Sports,Take-Two Interactive,0.13,0
Wii,2008.0,Role-Playing,Sting,0.13,0
GBA,2002.0,Platform,Ubisoft,0.13,0
Wii,2009.0,Action,Majesco Entertainment,0.13,0
PS2,2004.0,Action,Konami Digital Entertainment,0.13,0
Wii,2011.0,Sports,Deep Silver,0.13,0
PS2,2005.0,Misc,D3Publisher,0.13,0
PS2,2004.0,Misc,Gathering of Developers,0.13,0
PS2,2006.0,Action,Banpresto,0.13,0
XB,2002.0,Action,Activision,0.13,0
PSP,2012.0,Role-Playing,Konami Digital Entertainment,0.13,0
GBA,2002.0,Sports,Sega,0.13,0
PS2,2005.0,Fighting,Atari,0.13,0
DS,2005.0,Misc,Atari,0.13,0
PS3,2008.0,Sports,Take-Two Interactive,0.13,0
PS2,2009.0,Sports,Konami Digital Entertainment,0.13,0
DS,2008.0,Misc,Atari,0.13,0
DS,2009.0,Puzzle,Zoo Digital Publishing,0.13,0
3DS,2015.0,Platform,Yacht Club Games,0.13,0
PSV,2013.0,Misc,Namco Bandai Games,0.13,0
GBA,2005.0,Misc,Zoo Digital Publishing,0.13,0
